Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2019-05-22,5,8,µg/mc
"Parco S. Chiara",PM10,2019-05-22,6,9,µg/mc
"Parco S. Chiara",PM10,2019-05-22,7,8,µg/mc
"Parco S. Chiara",PM10,2019-05-22,8,7,µg/mc
"Parco S. Chiara",PM10,2019-05-22,9,7,µg/mc
"Parco S. Chiara",PM10,2019-05-22,10,6,µg/mc
"Parco S. Chiara",PM10,2019-05-22,11,6,µg/mc
"Parco S. Chiara",PM10,2019-05-22,12,4,µg/mc
"Parco S. Chiara",PM10,2019-05-22,13,4,µg/mc
"Parco S. Chiara",PM10,2019-05-22,14,5,µg/mc
"Parco S. Chiara",PM10,2019-05-22,15,7,µg/mc
"Parco S. Chiara",PM10,2019-05-22,16,7,µg/mc
"Parco S. Chiara",PM10,2019-05-22,17,10,µg/mc
"Parco S. Chiara",PM10,2019-05-22,18,17,µg/mc
"Parco S. Chiara",PM10,2019-05-22,19,22,µg/mc
"Parco S. Chiara",PM10,2019-05-22,20,25,µg/mc
"Parco S. Chiara",PM10,2019-05-22,21,28,µg/mc
"Parco S. Chiara",PM10,2019-05-22,22,26,µg/mc
"Parco S. Chiara",PM10,2019-05-22,23,25,µg/mc
"Parco S. Chiara",PM10,2019-05-22,24,25,µg/mc
"Parco S. Chiara",PM10,2019-05-23,1,26,µg/mc
"Parco S. Chiara",PM10,2019-05-23,2,22,µg/mc
"Parco S. Chiara",PM10,2019-05-23,3,14,µg/mc
"Parco S. Chiara",PM10,2019-05-23,4,9,µg/mc
"Parco S. Chiara",PM10,2019-05-23,5,7,µg/mc
"Parco S. Chiara",PM10,2019-05-23,6,7,µg/mc
"Parco S. Chiara",PM10,2019-05-23,7,7,µg/mc
"Parco S. Chiara",PM10,2019-05-23,8,6,µg/mc
"Parco S. Chiara",PM10,2019-05-23,9,6,µg/mc
"Parco S. Chiara",PM10,2019-05-23,10,5,µg/mc
"Parco S. Chiara",PM10,2019-05-23,11,4,µg/mc
"Parco S. Chiara",PM10,2019-05-23,12,4,µg/mc
"Parco S. Chiara",PM10,2019-05-23,13,3,µg/mc
"Parco S. Chiara",PM10,2019-05-23,14,2,µg/mc
"Parco S. Chiara",PM10,2019-05-23,15,5,µg/mc
"Parco S. Chiara",PM10,2019-05-23,16,8,µg/mc
"Parco S. Chiara",PM10,2019-05-23,17,9,µg/mc
"Parco S. Chiara",PM10,2019-05-23,18,11,µg/mc
"Parco S. Chiara",PM10,2019-05-23,19,18,µg/mc
"Parco S. Chiara",PM10,2019-05-23,20,23,µg/mc
"Parco S. Chiara",PM10,2019-05-23,21,27,µg/mc
"Parco S. Chiara",PM10,2019-05-23,22,21,µg/mc
"Parco S. Chiara",PM10,2019-05-23,23,20,µg/mc
"Parco S. Chiara",PM10,2019-05-23,24,21,µg/mc
"Parco S. Chiara",PM10,2019-05-24,1,23,µg/mc
"Parco S. Chiara",PM10,2019-05-24,2,24,µg/mc
"Parco S. Chiara",PM10,2019-05-24,3,21,µg/mc
"Parco S. Chiara",PM10,2019-05-24,4,17,µg/mc
"Parco S. Chiara",PM10,2019-05-24,5,15,µg/mc
"Parco S. Chiara",PM10,2019-05-24,6,14,µg/mc
"Parco S. Chiara",PM10,2019-05-24,7,13,µg/mc
"Parco S. Chiara",PM10,2019-05-24,8,11,µg/mc
"Parco S. Chiara",PM10,2019-05-24,9,10,µg/mc
"Parco S. Chiara",PM10,2019-05-24,10,8,µg/mc
"Parco S. Chiara",PM10,2019-05-24,11,7,µg/mc
"Parco S. Chiara",PM10,2019-05-24,12,10,µg/mc
"Parco S. Chiara",PM10,2019-05-24,13,14,µg/mc
"Parco S. Chiara",PM10,2019-05-24,14,24,µg/mc
"Parco S. Chiara",PM10,2019-05-24,15,26,µg/mc
"Parco S. Chiara",PM10,2019-05-24,16,19,µg/mc
"Parco S. Chiara",PM10,2019-05-24,17,18,µg/mc
"Parco S. Chiara",PM10,2019-05-24,18,25,µg/mc
"Parco S. Chiara",PM10,2019-05-24,19,33,µg/mc
"Parco S. Chiara",PM10,2019-05-24,20,37,µg/mc
"Parco S. Chiara",PM10,2019-05-24,21,45,µg/mc
"Parco S. Chiara",PM10,2019-05-24,22,37,µg/mc
"Parco S. Chiara",PM10,2019-05-24,23,30,µg/mc
"Parco S. Chiara",PM10,2019-05-24,24,27,µg/mc
"Parco S. Chiara",PM10,2019-05-25,1,23,µg/mc
"Parco S. Chiara",PM10,2019-05-25,2,22,µg/mc
"Parco S. Chiara",PM10,2019-05-25,3,21,µg/mc
"Parco S. Chiara",PM10,2019-05-25,4,21,µg/mc
"Parco S. Chiara",PM10,2019-05-25,5,23,µg/mc
"Parco S. Chiara",PM10,2019-05-25,6,28,µg/mc
"Parco S. Chiara",PM10,2019-05-25,7,30,µg/mc
"Parco S. Chiara",PM10,2019-05-25,8,22,µg/mc
"Parco S. Chiara",PM10,2019-05-25,9,21,µg/mc
"Parco S. Chiara",PM10,2019-05-25,10,18,µg/mc
"Parco S. Chiara",PM10,2019-05-25,11,15,µg/mc
"Parco S. Chiara",PM10,2019-05-25,12,11,µg/mc
"Parco S. Chiara",PM10,2019-05-25,13,10,µg/mc
"Parco S. Chiara",PM10,2019-05-25,14,8,µg/mc
"Parco S. Chiara",PM10,2019-05-25,15,6,µg/mc
"Parco S. Chiara",PM10,2019-05-25,16,5,µg/mc
"Parco S. Chiara",PM10,2019-05-25,17,6,µg/mc
"Parco S. Chiara",PM10,2019-05-25,18,6,µg/mc
"Parco S. Chiara",PM10,2019-05-25,19,7,µg/mc
"Parco S. Chiara",PM10,2019-05-25,20,8,µg/mc
"Parco S. Chiara",PM10,2019-05-25,21,8,µg/mc
"Parco S. Chiara",PM10,2019-05-25,22,8,µg/mc
"Parco S. Chiara",PM10,2019-05-25,23,12,µg/mc
"Parco S. Chiara",PM10,2019-05-25,24,12,µg/mc
"Parco S. Chiara",PM10,2019-05-26,1,14,µg/mc
"Parco S. Chiara",PM10,2019-05-26,2,16,µg/mc
"Parco S. Chiara",PM10,2019-05-26,3,14,µg/mc
"Parco S. Chiara",PM10,2019-05-26,4,14,µg/mc
"Parco S. Chiara",PM10,2019-05-26,5,13,µg/mc
"Parco S. Chiara",PM10,2019-05-26,6,12,µg/mc
"Parco S. Chiara",PM10,2019-05-26,7,11,µg/mc
"Parco S. Chiara",PM10,2019-05-26,8,8,µg/mc
"Parco S. Chiara",PM10,2019-05-26,9,6,µg/mc
"Parco S. Chiara",PM10,2019-05-26,10,6,µg/mc
"Parco S. Chiara",PM10,2019-05-26,11,3,µg/mc
"Parco S. Chiara",PM10,2019-05-26,12,1,µg/mc
"Parco S. Chiara",PM10,2019-05-26,13,1,µg/mc
"Parco S. Chiara",PM10,2019-05-26,14,2,µg/mc
"Parco S. Chiara",PM10,2019-05-26,15,3,µg/mc
"Parco S. Chiara",PM10,2019-05-26,16,3,µg/mc
"Parco S. Chiara",PM10,2019-05-26,17,3,µg/mc
"Parco S. Chiara",PM10,2019-05-26,18,4,µg/mc
"Parco S. Chiara",PM10,2019-05-26,19,7,µg/mc
"Parco S. Chiara",PM10,2019-05-26,20,9,µg/mc
"Parco S. Chiara",PM10,2019-05-26,21,10,µg/mc
"Parco S. Chiara",PM10,2019-05-26,22,12,µg/mc
"Parco S. Chiara",PM10,2019-05-26,23,16,µg/mc
"Parco S. Chiara",PM10,2019-05-26,24,17,µg/mc
"Parco S. Chiara",PM10,2019-05-27,1,19,µg/mc
"Parco S. Chiara",PM10,2019-05-27,2,18,µg/mc
"Parco S. Chiara",PM10,2019-05-27,3,17,µg/mc
"Parco S. Chiara",PM10,2019-05-27,4,15,µg/mc
"Parco S. Chiara",PM10,2019-05-27,5,16,µg/mc
"Parco S. Chiara",PM10,2019-05-27,6,18,µg/mc
"Parco S. Chiara",PM10,2019-05-27,7,18,µg/mc
"Parco S. Chiara",PM10,2019-05-27,8,19,µg/mc
"Parco S. Chiara",PM10,2019-05-27,9,20,µg/mc
"Parco S. Chiara",PM10,2019-05-27,10,20,µg/mc
"Parco S. Chiara",PM10,2019-05-27,11,21,µg/mc
"Parco S. Chiara",PM10,2019-05-27,12,19,µg/mc
"Parco S. Chiara",PM10,2019-05-27,13,19,µg/mc
"Parco S. Chiara",PM10,2019-05-27,14,10,µg/mc
"Parco S. Chiara",PM10,2019-05-27,15,7,µg/mc
"Parco S. Chiara",PM10,2019-05-27,16,8,µg/mc
"Parco S. Chiara",PM10,2019-05-27,17,10,µg/mc
"Parco S. Chiara",PM10,2019-05-27,18,8,µg/mc
"Parco S. Chiara",PM10,2019-05-27,19,8,µg/mc
"Parco S. Chiara",PM10,2019-05-27,20,8,µg/mc
"Parco S. Chiara",PM10,2019-05-27,21,15,µg/mc
"Parco S. Chiara",PM10,2019-05-27,22,19,µg/mc
"Parco S. Chiara",PM10,2019-05-27,23,23,µg/mc
"Parco S. Chiara",PM10,2019-05-27,24,19,µg/mc
"Parco S. Chiara",PM10,2019-05-28,1,14,µg/mc
"Parco S. Chiara",PM10,2019-05-28,2,14,µg/mc
"Parco S. Chiara",PM10,2019-05-28,3,10,µg/mc
"Parco S. Chiara",PM10,2019-05-28,4,8,µg/mc
"Parco S. Chiara",PM10,2019-05-28,5,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,6,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,7,6,µg/mc
"Parco S. Chiara",PM10,2019-05-28,8,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,9,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,10,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,11,6,µg/mc
"Parco S. Chiara",PM10,2019-05-28,12,6,µg/mc
"Parco S. Chiara",PM10,2019-05-28,13,4,µg/mc
"Parco S. Chiara",PM10,2019-05-28,14,3,µg/mc
"Parco S. Chiara",PM10,2019-05-28,15,2,µg/mc
"Parco S. Chiara",PM10,2019-05-28,16,3,µg/mc
"Parco S. Chiara",PM10,2019-05-28,17,3,µg/mc
"Parco S. Chiara",PM10,2019-05-28,18,5,µg/mc
"Parco S. Chiara",PM10,2019-05-28,19,5,µg/mc
"Parco S. Chiara",PM10,2019-05-28,20,6,µg/mc
"Parco S. Chiara",PM10,2019-05-28,21,7,µg/mc
"Parco S. Chiara",PM10,2019-05-28,22,5,µg/mc
"Parco S. Chiara",PM10,2019-05-28,23,5,µg/mc
"Parco S. Chiara",PM10,2019-05-28,24,4,µg/mc
"Parco S. Chiara",PM10,2019-05-29,1,4,µg/mc
"Parco S. Chiara",PM10,2019-05-29,2,3,µg/mc
"Parco S. Chiara",PM10,2019-05-29,3,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,4,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,5,1,µg/mc
"Parco S. Chiara",PM10,2019-05-29,6,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,7,4,µg/mc
"Parco S. Chiara",PM10,2019-05-29,8,5,µg/mc
"Parco S. Chiara",PM10,2019-05-29,9,3,µg/mc
"Parco S. Chiara",PM10,2019-05-29,10,3,µg/mc
"Parco S. Chiara",PM10,2019-05-29,11,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,12,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,13,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,14,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,15,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,16,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,17,2,µg/mc
"Parco S. Chiara",PM10,2019-05-29,18,3,µg/mc
"Parco S. Chiara",PM10,2019-05-29,19,4,µg/mc
"Parco S. Chiara",PM10,2019-05-29,20,5,µg/mc
"Parco S. Chiara",PM10,2019-05-29,21,5,µg/mc
"Parco S. Chiara",PM10,2019-05-29,22,7,µg/mc
"Parco S. Chiara",PM10,2019-05-29,23,9,µg/mc
"Parco S. Chiara",PM10,2019-05-29,24,10,µg/mc
"Parco S. Chiara",PM10,2019-05-30,1,11,µg/mc
"Parco S. Chiara",PM10,2019-05-30,2,12,µg/mc
"Parco S. Chiara",PM10,2019-05-30,3,13,µg/mc
"Parco S. Chiara",PM10,2019-05-30,4,12,µg/mc
"Parco S. Chiara",PM10,2019-05-30,5,11,µg/mc
"Parco S. Chiara",PM10,2019-05-30,6,8,µg/mc
"Parco S. Chiara",PM10,2019-05-30,7,7,µg/mc
"Parco S. Chiara",PM10,2019-05-30,8,9,µg/mc
"Parco S. Chiara",PM10,2019-05-30,9,6,µg/mc
"Parco S. Chiara",PM10,2019-05-30,10,4,µg/mc
"Parco S. Chiara",PM10,2019-05-30,11,3,µg/mc
"Parco S. Chiara",PM10,2019-05-30,12,2,µg/mc
"Parco S. Chiara",PM10,2019-05-30,13,3,µg/mc
"Parco S. Chiara",PM10,2019-05-30,14,4,µg/mc
"Parco S. Chiara",PM10,2019-05-30,15,7,µg/mc
"Parco S. Chiara",PM10,2019-05-30,16,8,µg/mc
"Parco S. Chiara",PM10,2019-05-30,17,11,µg/mc
"Parco S. Chiara",PM10,2019-05-30,18,12,µg/mc
"Parco S. Chiara",PM10,2019-05-30,19,13,µg/mc
"Parco S. Chiara",PM10,2019-05-30,20,16,µg/mc
"Parco S. Chiara",PM10,2019-05-30,21,17,µg/mc
"Parco S. Chiara",PM10,2019-05-30,22,22,µg/mc
"Parco S. Chiara",PM10,2019-05-30,23,21,µg/mc
"Parco S. Chiara",PM10,2019-05-30,24,19,µg/mc
"Parco S. Chiara",PM10,2019-05-31,1,20,µg/mc
"Parco S. Chiara",PM10,2019-05-31,2,19,µg/mc
"Parco S. Chiara",PM10,2019-05-31,3,17,µg/mc
"Parco S. Chiara",PM10,2019-05-31,4,16,µg/mc
"Parco S. Chiara",PM10,2019-05-31,5,14,µg/mc
"Parco S. Chiara",PM10,2019-05-31,6,13,µg/mc
"Parco S. Chiara",PM10,2019-05-31,7,11,µg/mc
"Parco S. Chiara",PM10,2019-05-31,8,8,µg/mc
"Parco S. Chiara",PM10,2019-05-31,9,8,µg/mc
"Parco S. Chiara",PM10,2019-05-31,10,7,µg/mc
"Parco S. Chiara",PM10,2019-05-31,11,6,µg/mc
"Parco S. Chiara",PM10,2019-05-31,12,5,µg/mc
"Parco S. Chiara",PM10,2019-05-31,13,5,µg/mc
"Parco S. Chiara",PM10,2019-05-31,14,4,µg/mc
"Parco S. Chiara",PM10,2019-05-31,15,6,µg/mc
"Parco S. Chiara",PM10,2019-05-31,16,8,µg/mc
"Parco S. Chiara",PM10,2019-05-31,17,9,µg/mc
"Parco S. Chiara",PM10,2019-05-31,18,11,µg/mc
"Parco S. Chiara",PM10,2019-05-31,19,18,µg/mc
"Parco S. Chiara",PM10,2019-05-31,20,26,µg/mc
"Parco S. Chiara",PM10,2019-05-31,21,32,µg/mc
"Parco S. Chiara",PM10,2019-05-31,22,25,µg/mc
"Parco S. Chiara",PM10,2019-05-31,23,23,µg/mc
"Parco S. Chiara",PM10,2019-05-31,24,21,µg/mc
"Parco S. Chiara",PM10,2019-06-01,1,21,µg/mc
"Parco S. Chiara",PM10,2019-06-01,2,22,µg/mc
"Parco S. Chiara",PM10,2019-06-01,3,21,µg/mc
"Parco S. Chiara",PM10,2019-06-01,4,17,µg/mc
"Parco S. Chiara",PM10,2019-06-01,5,19,µg/mc
"Parco S. Chiara",PM10,2019-06-01,6,16,µg/mc
"Parco S. Chiara",PM10,2019-06-01,7,14,µg/mc
"Parco S. Chiara",PM10,2019-06-01,8,11,µg/mc
"Parco S. Chiara",PM10,2019-06-01,9,9,µg/mc
"Parco S. Chiara",PM10,2019-06-01,10,6,µg/mc
"Parco S. Chiara",PM10,2019-06-01,11,5,µg/mc
"Parco S. Chiara",PM10,2019-06-01,12,5,µg/mc
"Parco S. Chiara",PM10,2019-06-01,13,3,µg/mc
"Parco S. Chiara",PM10,2019-06-01,14,2,µg/mc
"Parco S. Chiara",PM10,2019-06-01,15,3,µg/mc
"Parco S. Chiara",PM10,2019-06-01,16,4,µg/mc
"Parco S. Chiara",PM10,2019-06-01,17,6,µg/mc
"Parco S. Chiara",PM10,2019-06-01,18,10,µg/mc
"Parco S. Chiara",PM10,2019-06-01,19,26,µg/mc
"Parco S. Chiara",PM10,2019-06-01,20,34,µg/mc
"Parco S. Chiara",PM10,2019-06-01,21,35,µg/mc
"Parco S. Chiara",PM10,2019-06-01,22,27,µg/mc
"Parco S. Chiara",PM10,2019-06-01,23,24,µg/mc
"Parco S. Chiara",PM10,2019-06-01,24,31,µg/mc
"Parco S. Chiara",PM10,2019-06-02,1,26,µg/mc
"Parco S. Chiara",PM10,2019-06-02,2,26,µg/mc
"Parco S. Chiara",PM10,2019-06-02,3,22,µg/mc
"Parco S. Chiara",PM10,2019-06-02,4,21,µg/mc
"Parco S. Chiara",PM10,2019-06-02,5,18,µg/mc
"Parco S. Chiara",PM10,2019-06-02,6,16,µg/mc
"Parco S. Chiara",PM10,2019-06-02,7,15,µg/mc
"Parco S. Chiara",PM10,2019-06-02,8,13,µg/mc
"Parco S. Chiara",PM10,2019-06-02,9,12,µg/mc
"Parco S. Chiara",PM10,2019-06-02,10,10,µg/mc
"Parco S. Chiara",PM10,2019-06-02,11,8,µg/mc
"Parco S. Chiara",PM10,2019-06-02,12,6,µg/mc
"Parco S. Chiara",PM10,2019-06-02,13,5,µg/mc
"Parco S. Chiara",PM10,2019-06-02,14,4,µg/mc
"Parco S. Chiara",PM10,2019-06-02,15,4,µg/mc
"Parco S. Chiara",PM10,2019-06-02,16,4,µg/mc
"Parco S. Chiara",PM10,2019-06-02,17,6,µg/mc
"Parco S. Chiara",PM10,2019-06-02,18,11,µg/mc
"Parco S. Chiara",PM10,2019-06-02,19,17,µg/mc
"Parco S. Chiara",PM10,2019-06-02,20,29,µg/mc
"Parco S. Chiara",PM10,2019-06-02,21,40,µg/mc
"Parco S. Chiara",PM10,2019-06-02,22,32,µg/mc
"Parco S. Chiara",PM10,2019-06-02,23,33,µg/mc
"Parco S. Chiara",PM10,2019-06-02,24,30,µg/mc
"Parco S. Chiara",PM10,2019-06-03,1,29,µg/mc
"Parco S. Chiara",PM10,2019-06-03,2,29,µg/mc
"Parco S. Chiara",PM10,2019-06-03,3,28,µg/mc
"Parco S. Chiara",PM10,2019-06-03,4,30,µg/mc
"Parco S. Chiara",PM10,2019-06-03,5,31,µg/mc
"Parco S. Chiara",PM10,2019-06-03,6,30,µg/mc
"Parco S. Chiara",PM10,2019-06-03,7,28,µg/mc
"Parco S. Chiara",PM10,2019-06-03,8,24,µg/mc
"Parco S. Chiara",PM10,2019-06-03,9,21,µg/mc
"Parco S. Chiara",PM10,2019-06-03,10,16,µg/mc
"Parco S. Chiara",PM10,2019-06-03,11,14,µg/mc
"Parco S. Chiara",PM10,2019-06-03,12,14,µg/mc
"Parco S. Chiara",PM10,2019-06-03,13,12,µg/mc
"Parco S. Chiara",PM10,2019-06-03,14,10,µg/mc
"Parco S. Chiara",PM10,2019-06-03,15,9,µg/mc
"Parco S. Chiara",PM10,2019-06-03,16,10,µg/mc
"Parco S. Chiara",PM10,2019-06-03,17,12,µg/mc
"Parco S. Chiara",PM10,2019-06-03,18,19,µg/mc
"Parco S. Chiara",PM10,2019-06-03,19,26,µg/mc
"Parco S. Chiara",PM10,2019-06-03,20,33,µg/mc
"Parco S. Chiara",PM10,2019-06-03,21,40,µg/mc
"Parco S. Chiara",PM10,2019-06-03,22,31,µg/mc
"Parco S. Chiara",PM10,2019-06-03,23,31,µg/mc
"Parco S. Chiara",PM10,2019-06-03,24,31,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,1,14,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,2,13,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,3,12,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,4,11,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,5,9,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,6,9,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,7,10,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,8,14,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,9,12,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,10,8,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,11,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,12,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,13,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,14,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,15,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,16,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,17,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,18,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,19,6,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,20,8,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,21,10,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,22,8,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,23,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-04,24,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,1,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,2,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,3,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,4,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,5,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,6,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,7,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,8,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,9,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,10,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,11,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,12,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,13,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,14,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,15,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,16,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,17,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,18,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,19,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,20,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,21,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,22,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,23,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-05,24,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,1,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,2,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,3,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,4,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,5,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,6,0,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,7,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,8,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,9,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,10,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,11,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,12,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,13,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,14,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,15,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,16,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,17,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,18,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,19,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,20,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,21,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,22,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,23,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-06,24,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,1,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,2,1,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,3,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,4,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,5,2,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,6,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,7,5,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,8,6,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,9,7,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,10,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,11,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,12,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,13,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,14,6,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,15,7,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,16,9,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,17,9,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,18,11,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,19,11,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,20,14,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,21,16,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,22,15,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,23,16,µg/mc
"Parco S. Chiara",PM2.5,2019-05-07,24,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,1,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,2,18,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,3,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,4,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,5,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,6,18,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,7,18,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,8,19,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,9,19,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,10,18,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,11,18,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,12,17,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,13,14,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,14,13,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,15,14,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,16,13,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,17,10,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,18,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,19,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,20,3,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,21,4,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,22,5,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,23,7,µg/mc
"Parco S. Chiara",PM2.5,2019-05-08,24,8,µg/mc
